sno,total_0_30,total_30_60,total_60_plus,rent_0_30,rent_30_60,rent_60_plus,return_0_30,return_30_60,return_60_plus
500111052,1,0,0,1,0,0,1,0,0
500111053,1,0,0,1,0,0,1,0,0
500111054,1,0,0,1,0,0,1,0,0
500111055,0,1,0,1,0,0,1,0,0
500111056,0,1,0,1,0,0,1,0,0
500111057,1,0,0,1,0,0,1,0,0
500111058,1,0,0,1,0,0,1,0,0
500111059,1,0,0,1,0,0,1,0,0
500111060,0,1,0,0,1,0,1,0,0
500111061,1,0,0,1,0,0,1,0,0
500111062,0,1,0,1,0,0,1,0,0
500111063,1,0,0,1,0,0,1,0,0
500111064,1,0,0,1,0,0,1,0,0
500111065,1,0,0,1,0,0,1,0,0
500111066,1,0,0,1,0,0,1,0,0
500111067,1,0,0,1,0,0,1,0,0
500111068,1,0,0,1,0,0,1,0,0
500111069,0,1,0,1,0,0,0,1,0
500111070,1,0,0,1,0,0,1,0,0
500111071,1,0,0,1,0,0,1,0,0
500111072,1,0,0,1,0,0,1,0,0
500111073,1,0,0,1,0,0,1,0,0
500111074,1,0,0,1,0,0,1,0,0
500111075,1,0,0,1,0,0,1,0,0
500111076,1,0,0,1,0,0,1,0,0
500111077,1,0,0,1,0,0,1,0,0
500111078,1,0,0,1,0,0,1,0,0
500111079,1,0,0,1,0,0,1,0,0
500111080,1,0,0,1,0,0,1,0,0
500111081,0,1,0,1,0,0,1,0,0
500111082,1,0,0,1,0,0,1,0,0
500111083,1,0,0,1,0,0,1,0,0
500111084,1,0,0,1,0,0,1,0,0
500111085,1,0,0,1,0,0,1,0,0
500111086,1,0,0,1,0,0,1,0,0
500111087,1,0,0,1,0,0,1,0,0
500111088,1,0,0,1,0,0,1,0,0
500111089,1,0,0,1,0,0,1,0,0
500111090,1,0,0,1,0,0,1,0,0
500111091,1,0,0,1,0,0,1,0,0
500111092,1,0,0,1,0,0,1,0,0
500111093,1,0,0,1,0,0,1,0,0
500111094,1,0,0,1,0,0,1,0,0
500111095,1,0,0,1,0,0,1,0,0
500111096,1,0,0,1,0,0,1,0,0
500111097,0,1,0,1,0,0,0,1,0
500111098,1,0,0,1,0,0,1,0,0
500111113,1,0,0,1,0,0,1,0,0
500111114,0,1,0,1,0,0,1,0,0
500111115,1,0,0,1,0,0,1,0,0
500111116,0,1,0,1,0,0,0,1,0
500111117,1,0,0,1,0,0,1,0,0
500111118,1,0,0,1,0,0,1,0,0
500111119,0,1,0,0,1,0,1,0,0
500111120,1,0,0,1,0,0,1,0,0
500111121,1,0,0,1,0,0,1,0,0
500111123,1,0,0,1,0,0,1,0,0
500112001,1,0,0,1,0,0,1,0,0
500112002,1,0,0,1,0,0,1,0,0
500112003,1,0,0,1,0,0,1,0,0
500112004,1,0,0,1,0,0,1,0,0
500112005,1,0,0,1,0,0,1,0,0
500112006,0,1,0,1,0,0,1,0,0
500112007,0,0,1,1,0,0,0,1,0
500112008,0,1,0,1,0,0,1,0,0
500112009,0,0,1,1,0,0,0,1,0
500112010,0,1,0,1,0,0,0,1,0
500112011,0,1,0,1,0,0,0,1,0
500112012,1,0,0,1,0,0,1,0,0
500112013,1,0,0,1,0,0,1,0,0
500112014,1,0,0,1,0,0,1,0,0
500112015,0,1,0,1,0,0,1,0,0
500112016,0,1,0,1,0,0,1,0,0
500112017,0,1,0,1,0,0,1,0,0
500112018,0,1,0,1,0,0,0,1,0
500112019,1,0,0,1,0,0,1,0,0
500112020,1,0,0,1,0,0,1,0,0
500112021,1,0,0,1,0,0,1,0,0
500112022,0,1,0,0,1,0,1,0,0
500112023,0,1,0,1,0,0,1,0,0
500112024,0,1,0,1,0,0,0,1,0
500112025,0,1,0,1,0,0,1,0,0
500112026,0,1,0,1,0,0,1,0,0
500112027,1,0,0,1,0,0,1,0,0
500112028,1,0,0,1,0,0,1,0,0
500112029,0,0,1,1,0,0,0,1,0
500112030,0,1,0,1,0,0,0,1,0
500112031,1,0,0,1,0,0,1,0,0
500112032,0,1,0,1,0,0,0,1,0
500112033,0,1,0,1,0,0,0,1,0
500112035,0,1,0,1,0,0,1,0,0
500112036,1,0,0,1,0,0,1,0,0
500112037,0,1,0,0,1,0,1,0,0
500112038,0,1,0,1,0,0,1,0,0
500112039,0,1,0,0,1,0,1,0,0
500112040,0,1,0,1,0,0,1,0,0
500112042,1,0,0,1,0,0,1,0,0
500112043,0,0,1,1,0,0,0,1,0
500112044,1,0,0,1,0,0,1,0,0
500112045,0,1,0,0,1,0,1,0,0
500112046,0,1,0,1,0,0,1,0,0
500112047,1,0,0,1,0,0,1,0,0
500112048,1,0,0,1,0,0,1,0,0
500112049,0,0,1,1,0,0,0,1,0
500112050,0,1,0,1,0,0,1,0,0
500112051,0,1,0,0,1,0,1,0,0
500112052,1,0,0,1,0,0,1,0,0
500112053,1,0,0,1,0,0,1,0,0
500112054,0,1,0,0,1,0,1,0,0
500112055,0,1,0,1,0,0,1,0,0
500112056,1,0,0,1,0,0,1,0,0
500112057,1,0,0,1,0,0,1,0,0
500112058,1,0,0,1,0,0,1,0,0
500112059,1,0,0,1,0,0,1,0,0
500112060,1,0,0,1,0,0,1,0,0
500112061,1,0,0,1,0,0,1,0,0
500112062,1,0,0,1,0,0,1,0,0
500112063,1,0,0,1,0,0,1,0,0
500112064,0,1,0,1,0,0,1,0,0
500112065,0,1,0,1,0,0,0,1,0
500112066,0,1,0,1,0,0,0,1,0
500112067,0,1,0,1,0,0,1,0,0
500112068,0,1,0,1,0,0,1,0,0
500112069,0,1,0,1,0,0,1,0,0
500112070,0,1,0,1,0,0,1,0,0
500112071,0,1,0,1,0,0,1,0,0
500112072,0,1,0,1,0,0,1,0,0
500112073,0,1,0,1,0,0,0,1,0
500112075,1,0,0,1,0,0,1,0,0
500112076,0,1,0,1,0,0,0,1,0
500112078,0,1,0,1,0,0,1,0,0
500112079,1,0,0,1,0,0,1,0,0
500112080,1,0,0,1,0,0,1,0,0
500112081,0,0,1,1,0,0,0,1,0
500112082,0,0,1,1,0,0,0,0,1
500112083,1,0,0,1,0,0,1,0,0
500112084,1,0,0,1,0,0,1,0,0
500112085,0,0,1,1,0,0,0,0,1
500112086,1,0,0,1,0,0,1,0,0
500112087,1,0,0,1,0,0,1,0,0
500112088,1,0,0,1,0,0,1,0,0
500112089,1,0,0,1,0,0,1,0,0
500112090,1,0,0,1,0,0,1,0,0
500112091,1,0,0,1,0,0,1,0,0
500112092,1,0,0,1,0,0,1,0,0
500112093,1,0,0,1,0,0,1,0,0
500112094,1,0,0,1,0,0,1,0,0
500112095,1,0,0,1,0,0,1,0,0
500112096,1,0,0,1,0,0,1,0,0
500112097,1,0,0,1,0,0,1,0,0
500112098,1,0,0,1,0,0,1,0,0
500112099,1,0,0,1,0,0,1,0,0
500112100,1,0,0,1,0,0,1,0,0
500112101,1,0,0,1,0,0,1,0,0
500112102,1,0,0,1,0,0,1,0,0
500112103,0,1,0,1,0,0,1,0,0
500112104,1,0,0,1,0,0,1,0,0
500112105,1,0,0,1,0,0,1,0,0
500112106,1,0,0,1,0,0,1,0,0
500112107,1,0,0,1,0,0,1,0,0
500112108,1,0,0,1,0,0,1,0,0
500112109,1,0,0,1,0,0,1,0,0
500112110,1,0,0,1,0,0,1,0,0
500112111,1,0,0,1,0,0,1,0,0
500112113,1,0,0,1,0,0,1,0,0
500112114,1,0,0,1,0,0,1,0,0
500112115,1,0,0,1,0,0,1,0,0
500112116,1,0,0,1,0,0,1,0,0
500112117,1,0,0,1,0,0,1,0,0
500112118,1,0,0,1,0,0,1,0,0
500112119,0,1,0,1,0,0,0,1,0
500112120,1,0,0,1,0,0,1,0,0
500112123,1,0,0,1,0,0,1,0,0
500112124,1,0,0,1,0,0,1,0,0
500112125,1,0,0,1,0,0,1,0,0
500113001,1,0,0,1,0,0,1,0,0
500113002,1,0,0,1,0,0,1,0,0
500113003,1,0,0,1,0,0,1,0,0
500113004,1,0,0,1,0,0,1,0,0
500113005,1,0,0,1,0,0,1,0,0
500113006,1,0,0,1,0,0,1,0,0
500113007,1,0,0,1,0,0,1,0,0
500113008,0,1,0,0,1,0,1,0,0
500113009,1,0,0,1,0,0,1,0,0
500113010,1,0,0,1,0,0,1,0,0
500113012,0,1,0,1,0,0,1,0,0
500113013,1,0,0,1,0,0,1,0,0
500113014,1,0,0,1,0,0,1,0,0
500113015,1,0,0,1,0,0,1,0,0
500113016,1,0,0,1,0,0,1,0,0
500113017,0,1,0,1,0,0,1,0,0
500113018,1,0,0,1,0,0,1,0,0
500113019,1,0,0,1,0,0,1,0,0
500113020,1,0,0,1,0,0,1,0,0
500113022,0,1,0,1,0,0,1,0,0
500113023,0,1,0,1,0,0,0,1,0
500113025,1,0,0,1,0,0,1,0,0
500113026,1,0,0,1,0,0,1,0,0
500113027,1,0,0,1,0,0,1,0,0
500113028,1,0,0,1,0,0,1,0,0
500113029,1,0,0,1,0,0,1,0,0
500113030,0,1,0,1,0,0,1,0,0
500113031,1,0,0,1,0,0,1,0,0
500113032,1,0,0,1,0,0,1,0,0
500113033,1,0,0,1,0,0,1,0,0
500113034,0,0,1,1,0,0,0,1,0
500113035,0,1,0,1,0,0,0,1,0
500113036,0,1,0,1,0,0,1,0,0
500113037,1,0,0,1,0,0,1,0,0
500113038,0,0,1,1,0,0,0,0,1
500113039,0,1,0,1,0,0,1,0,0
500113040,0,1,0,1,0,0,0,1,0
500113041,0,1,0,1,0,0,1,0,0
500113042,0,1,0,0,1,0,1,0,0
500113043,0,1,0,1,0,0,0,1,0
500113044,0,1,0,1,0,0,0,1,0
500113045,0,1,0,1,0,0,1,0,0
500113046,0,1,0,1,0,0,1,0,0
500113047,1,0,0,1,0,0,1,0,0
500113048,1,0,0,1,0,0,1,0,0
500113049,1,0,0,1,0,0,1,0,0
500113050,1,0,0,1,0,0,1,0,0
500113051,1,0,0,1,0,0,1,0,0
500113052,1,0,0,1,0,0,1,0,0
500113053,1,0,0,1,0,0,1,0,0
500113054,1,0,0,1,0,0,1,0,0
500113055,1,0,0,1,0,0,1,0,0
500113056,1,0,0,1,0,0,1,0,0
500113057,0,1,0,0,1,0,1,0,0
500113058,1,0,0,1,0,0,1,0,0
500113059,1,0,0,1,0,0,1,0,0
500113060,1,0,0,1,0,0,1,0,0
500113061,1,0,0,1,0,0,1,0,0
500113062,1,0,0,1,0,0,1,0,0
500113063,1,0,0,1,0,0,1,0,0
500113064,1,0,0,1,0,0,1,0,0
500113065,0,1,0,1,0,0,0,1,0
500113066,0,1,0,0,1,0,1,0,0
500113068,0,0,1,1,0,0,0,0,1
500113069,0,1,0,1,0,0,1,0,0
500113070,1,0,0,1,0,0,1,0,0
500113071,1,0,0,1,0,0,1,0,0
500113072,1,0,0,1,0,0,1,0,0
500113073,1,0,0,1,0,0,1,0,0
500113074,1,0,0,1,0,0,1,0,0
500113075,1,0,0,1,0,0,1,0,0
500113077,1,0,0,1,0,0,1,0,0
500113078,1,0,0,1,0,0,1,0,0
500113079,1,0,0,1,0,0,1,0,0
500113080,1,0,0,1,0,0,1,0,0
500113081,1,0,0,1,0,0,1,0,0
500113083,1,0,0,1,0,0,1,0,0
500113085,1,0,0,1,0,0,1,0,0
500113086,1,0,0,1,0,0,1,0,0
500113087,1,0,0,1,0,0,1,0,0
500113088,1,0,0,1,0,0,1,0,0
500113089,1,0,0,1,0,0,1,0,0
500113090,0,1,0,1,0,0,1,0,0
500113091,1,0,0,1,0,0,1,0,0
500119005,0,1,0,1,0,0,1,0,0
500119006,0,0,1,0,1,0,0,1,0
500119007,0,1,0,1,0,0,0,1,0
500119008,1,0,0,1,0,0,1,0,0
500119009,0,1,0,1,0,0,1,0,0
500119043,0,1,0,0,1,0,1,0,0
500119044,0,1,0,1,0,0,0,1,0
500119045,0,1,0,1,0,0,1,0,0
500119046,0,1,0,1,0,0,0,1,0
500119047,0,1,0,1,0,0,1,0,0
500119048,0,1,0,1,0,0,0,1,0
500119049,0,0,1,1,0,0,0,0,1
500119050,0,1,0,1,0,0,1,0,0
500119051,1,0,0,1,0,0,1,0,0
500119052,1,0,0,1,0,0,1,0,0
500119053,1,0,0,1,0,0,1,0,0
500119054,0,1,0,1,0,0,1,0,0
500119055,1,0,0,1,0,0,1,0,0
500119056,1,0,0,1,0,0,1,0,0
500119057,0,1,0,1,0,0,0,1,0
500119058,0,1,0,1,0,0,0,1,0
500119059,0,0,1,1,0,0,0,0,1
500119060,1,0,0,1,0,0,1,0,0
500119061,0,1,0,1,0,0,0,1,0
500119062,1,0,0,1,0,0,1,0,0
500119063,1,0,0,1,0,0,1,0,0
500119064,1,0,0,1,0,0,1,0,0
500119065,1,0,0,1,0,0,1,0,0
500119066,1,0,0,1,0,0,1,0,0
500119067,0,1,0,1,0,0,0,1,0
500119068,0,0,1,1,0,0,0,0,1
500119069,1,0,0,1,0,0,1,0,0
500119070,0,1,0,0,1,0,1,0,0
500119071,0,1,0,1,0,0,0,1,0
500119072,1,0,0,1,0,0,1,0,0
500119074,0,1,0,1,0,0,1,0,0
500119075,0,1,0,1,0,0,0,1,0
500119076,1,0,0,1,0,0,1,0,0
500119077,0,1,0,0,1,0,1,0,0
500119078,1,0,0,1,0,0,1,0,0
500119079,1,0,0,1,0,0,1,0,0
500119080,1,0,0,1,0,0,1,0,0
500119081,1,0,0,1,0,0,1,0,0
500119082,1,0,0,1,0,0,1,0,0
500119083,1,0,0,1,0,0,1,0,0
500119084,0,1,0,1,0,0,0,1,0
500119085,1,0,0,1,0,0,1,0,0
500119086,0,1,0,1,0,0,0,1,0
500119087,0,1,0,1,0,0,1,0,0
500119088,0,1,0,1,0,0,0,1,0
500119089,1,0,0,1,0,0,1,0,0
500119090,0,1,0,1,0,0,0,1,0
500119091,1,0,0,1,0,0,1,0,0
500119092,1,0,0,1,0,0,1,0,0
500119093,0,1,0,1,0,0,0,1,0
500119094,0,1,0,1,0,0,1,0,0
500119095,0,1,0,1,0,0,1,0,0
500119096,0,0,1,1,0,0,0,0,1
500119097,0,0,1,0,1,0,1,0,0
